,text
2516, Me: Do you sell any larger sized condoms? Her: Sir those are gallon trash bags! Me: *winks until security escorts me &# ;
16526," "" &# ; These hoes gon come &amp;&amp; go, i feel it.&# ;"" boy, lol"
15471,Did la mulatta just refer to herself as a darkie? 
6354,"&# ; Nigga was smashing his hoe, had his hoe paying for a condo and he still with her &# ;&# ;&# ;&# ; Yep Fucboy"
2241, &# ;&# ;&# ;&# ; RT &# ; How ghetto girls pronounce there names... I could cry right now oh my god 
3730, Duncanville girls cold den a hoe
1543,"If i straighten my hair, it's gonna be long and the hoes gonna hate &# ;&# ;&# ;"
3489,&# ; Nobody wants to be with a bum&# ; except bum bitches
7876, I was sleep hoe where you at
467," not sure. I think most women have self hate therfore collectively ""women are bitches"" becomes their campaign and men follow"
386,These birds messy.
269,"It's really a bitch when you're trying to make a difference to someone else, and they intentionally make a point to make you feel like shit."
2901, Lol everyone's a lil bitch
6059,i hate my manager so much she makes me wanna throw silverware at her stupid bitch ass
3862,The world will be a better place when bitches like her dies lonely 
4209,"Like fucc I got into it wit my mama, ajay, the damn lunch lady, duddy, montea lowkey, &amp; some lit raggedy hoe &# ;&# ; all in one day"
1872,Just need to know what that pussy like so one time is fine with me
1430,#RuinAComedian Charlie Lapdance
1393,I traveled back in time to Middle-earth and crept up on my enemy. I slit the hobbit's throat and by reflex vomited into my trembling hand.
1071,"This bitch said ""Use my titties as a punchin bag"" -/-&lt;"
15983,I remember when bitches wouldnt let a nigga fuck for like months now its days or so
4363," ""Suicide Girl Hopeful"" how about getting a job hopeful, or going to school hopeful you silly bitches!"
2171,"And even if the sky come fallin, bitch ima still be high. I got faith in my weed man"
6452, You lil stupid ass bitch i aint fuckin wit you
2755," Mom: ""What happened to ___ *insert old friend name*? You used to be close."" Me: ""Fuck that bitch."""
2676, A good woman comes around every bitches. A good man comes around.......well u get the point
3964, I haven't had cable At my crib in a year I don't give a damn bout a tv show like hoes n hip hop
2942," trust me, after i tweeted that i was like... Damn im a fag"
2212, &# ; i only rted alex ramos aka trash to gain followers&# ; #vote sos
571, yes I love her like pussy money weed
3939,' Y'all complaining about thirst traps ? FR ? Theirs models that dress just like that ? Ass out and all STFU . Don't make you a hoe wtf .
415, ok u hav gun. I love you and you are my superior at fighting games and you probably get more bitches too. peace &# ;
9882, cum thru bitch
3257,"I be waiting for a bitch to sneak diss , I'm IDC &# ;&# ;"
946," itni bahaduri!!! interviews mein to hamesha marne ko tayyar rehte ho, got scared of crackers? LOL "
8944, I know I got good pussy &# ;
15234, Had to wash the bird shit off of my broom...Disgusting creatures. #RedsTwitterFam #Sweep
3359,#That son of a bitch moment when you finally get in bed and your bladder decides its time to piss
15033,"I hate when girls say ""I'm single but my heart is taken"" bitch, that nigga don't love you, hoe. Move on."
198, Bitches be thinking they are soooo out here like no your just an everyday average Instagram bitch
1265, had da bitches rockin in da club wit my boy Connor
1099,"Getting hit off a cunt thats about foot sideways and a cunt that was in the army lol, i dini care, yous are fuckin laughable"
15051," Shawty said you not gone understand america unless you went to a PWI school, crackers already brainwashed her smh lol"
3142,&# ; Boyfriends that'll eat yo pussy all day long Ur da real mvp &# ;&# ;&# ; 
3844,this party goin be off the chain/bad bitches only 
799,*squak squak squak squak* Me: bird shut up!!! *squak* Alex: that was an act of defiance 
16074,These niggas pillow talkin thats hoe shit
5379,Where the girls at say happy birthday to me i need bitches on bitches like i got stacks on stacks
5592,I love when girls pass up the guys who want Something real and to treat them right for the guy who just uses em cuz then they bitch about it
15286, These hoes ain't loyal 
6201,I have no clothes that make me look like a redneck but I tried my best &# ;
282,"I luv watching gas monkey, they be havin some classics on there."
8168," he was not &amp; he tried to beat up a much weaker ""creepy ass cracker"" that is why he is dead. If Zimmerman was a woman..."
1129,These hoes don't get me in my feelings one bit.
1676, Fat bitch act like she couldn't follow back. I've always wanted a fat bitch to follow me.
7104, You either gay or straight don't talk to me bitch please &# ;
5608, &# ;&# ; hoes be in everybody clothes and got the nerve to take a picture man that shit crazy !
8928,I think you a fat bitch if I never see Ya body on the TL and you got nothing but neck up avi's
7902, Rich homie and bird man gone be at mansion &# ;lan tonight &# ;
9364,Only keep real bitches in attendance &# ;&# ;
16385,All you bitches can keep getting jealous. I loveeee ittttt
8386, or a southern bitch like me who will blow a persons heart out of their back w/one shot!!!!
8019, spitted sprite on you? niggah with yo smart ass mouth you deserved it. &amp; well stfu! lol
15958,"Some niggahs save hoes, I aint that heroic."
1332,Smoke sesh niggah what u mean
2141, what you say bitch? #selfiesONselfies 
15751, fuck bitches get money
3319, old raglyscrag. me and that bitch been places.
2027,"I am a Yankee by birth, and lived much of my life in north. I see no diff in level of racism "
15395,"You're such a fake bitch. I cannot stand you. If you read this and wonder if its about you, it probably is."
925, Fuckin hoe ass Click it or ticket..... dollars n shit
2294, happy birthday bitch!
6507,Weird frosted colored lipgloss is weird...
9629,This nigguh really tried to fight me on the bus over a grape kool aid jammer &# ;&# ;&# ;
4496,&# ; bitch ima shake til I can't nomo
16474, Mimi so proud to be a hoe
6962,when yo song come on and you hit the blunt hard af cause that hoe go dat hard
2669, long tittied no nipple having bitch!
1049, Bradshaw ain't no hoe
1153, god doesn't send retards to hell
4236, Scarlett Johansson 
15206,"My main bitch and my side bitch mad at me, I could give two fucks.... all I need is two cups"
2786,"Theres a girl in your avi, you must get so many bitches"
3077,You out there popping them pills fucking them stank hoes.. Keep it real you ain't really bout your bank roll.. You're satisfied.
8181, A girl KNOWS when a bitch likes her boyfriend &# ;&# ;
8349, so i could catch a round with half these pussies out here
3175, call me a free bird
2329, pussy ass nigga 
9609,My cousin just said these hoes ain't shit. Idk why they want me. I ain't shit either. Got me dying over here lol
616, lmaoooo I'm calling her a hoe and I'm mad? Shutcho uglass up
8575, you're such a bitch
15978," lol, We gotta let these hoes know. *pow pow* this aint what they want. &gt;&gt;"
7453,"you know what your doing when you favorite a tweet, tryna cheat ass bitch haha"
6614, New show:Thursdays with Jinxy broadcast from the moon it's made of chunky blue cheese you know
3390,Why can't you be humble like your moms and not hoes
1744," "" Is you a girl or a guy is you my mom or is you my dad ?"" Im a butch dyke"
2631,""" a video an entire media will likely mock. i am such a crybaby"
3020,"Why you Worried bout a bitch, weed, clothes,sex, game system, parties,chillin , but no job"
15012, When you find out your bae is a hoe 
3582,It's winter up this bitch 
1649,Bitch you're the ugliest cunt ever.
1289, Project hoes &# ; When Bitches Get That Income Tax They Do Shit Like This 
2871,Tym lyt dis blunt n holla @ hoes.
4868, SAME&# ; like bitch it's the struggles to use the stairs let ppl get on &# ;
2,ion care if I'm in the wrong bitch don't blow ur horn&# ; at me
16492, granted cracker isn't that bad because when you say that to a white person your saying their one of the slave
2334, make today yo bitch
16453,I want a girl whose pussy smells like tuna
5161," Taking my dad to dinner...Watching the NHL awards at the sports bar while both my dad and I bitch about this ""LA kings""&# ;"
6780,Smh hate that hoe
3796, lol damn. just thought i'd let you know. my dad was going super saiyan ape shit.
3737, she's a dyke &amp; looks like she's 
15903,I l v fuckin wit this nigga he getting all emotional he remind me of my bitch is that you Blake ( &# ; 
6152,These girls going to school with all kind og aquatic colored weaves in their head.Fuck going on?
2092, Damn faggots.... #tcot 
2748, &# ; Shawn Micheals &amp; Razor Ramon both had bitches&# ; Noone had more than Godfather though
342,What I look like ho? I look like YES and you look like NO! 
16131, happy birthday faggot
801," Teachers always assign homework like we don't have no life, bitch I gotta go home and tweet."
787," Needy, clingy men is why I have bitch issues"
1923,"Haha niggah gave up , can't keep up with me &# ; loser !"
1766," Yo bitch, what cho name bitch? I wanna fuck ya bitch. -Jacey (the things she says to me doe) #bff #baby #&# ;"
2894,"So my mom told me she put my ""drug paraphernalia"" in the trash. The shitty life of a stoner with a cop mom. Im pretty upset."
4455," Always bro niggas get crazy in any weather "" This weather is trash"" OD,But we gon get c&# ;"
716,Grusty hoe
7656, It's all they know you bitches never gonna b happy following these social sites
3071," Breeding a Nation of Pussies, now how the hell is a Man, a Man...IF HE's A PUSSY! I'm concerned, WE have pussies &amp; psycho's!"
345, Since you couldn't keep my dick outa your mouth at least keep my name out of it. Y'all some hoes for real.
2069,Ihate them mad bitches where the glad ones at?
2746,""" I don't got no type. Bad bitches is the only thing I like"" *Iongotnotype"
2293,Nino Brown? Oh das me RT Nino Brown on yall hoes.
1749, haha them hoes only go hard when a nigga stooooned lol
16350,#xfactorau sick of guys who sing like pussies. Where are the rock type men?
1898, who can vouch for ya pussy tho k?
1173,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #BBW | Brazilian BBW Babe Drilled in pussy and ass "
791, All the bitches who called me a hoe in high school got like - kids now..
2267," I remember his nephew Lucas crying and dan saying ""quit being such a pussy and grow a pair"" or something. &# ;&# ; dans so funny."
2810,Bout to unfollow all the bitches I follow currently and follow all new bitches. I need change in my life and I feel like that's a good start
568," Ur pal threat ""apostate kufar""&gt;""I cld cut ur neck w/sword of islam &amp;watch u squeal like a bitch like Daniel Pearl"""
3961," lol oh godddddd , bitch is you really coming &amp; how late you gon be lls"
4772,""" Money getting taller and bitches getting blurry"""
1038, I don't care who Kendrick made that song for it's still trash
16248, She doin homework you jiggaboo. Let her be
6091, you seen it hoe put that cash up bitch imma take your money and spit on your fat ass
1378, lol u knw dem project bitches be having dem light brown roaches we call dem water bugs &# ;&# ;
1790,Photo: Me and my bitch 
8713, I'll show up and chug a beer or 
118,I got a main bitch I got new hoe love my Ak but I got my . 
15146," What are you gonna do? I'ma chase you out the club, like mobb deep did to you, pussy."
8961,where da ratchet hoes at?
355,""" We actin like it's the th day &# ;spook"
4501,Know why birds don't wear pants? Cause their pecker's in the way
9667, trash of the cowboys beat the redskins twice last year &# ;
186, who is this we..? I dont love hoes
700,Beans that were yellow before Friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks
3645, bitch I back shit up fuck nigga
1931, go to sleep you fag!
16361, My Wifi stronger then half y'all hoes relationships lol
15901,Well they do now haha I just think these bitches are confused. Like i'm wife. #TheyAintKnow?! Lol 
3902, My guy is a Maine coon and a total cuddle bum. Every one that I've ever met has been super friendly.
8311," "" I need their workout plan &# ;&# ; third bitch had a fucking miracle"
1814,Y'all hoes believe anything though
